season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2024,1,99.4,109.76,170.6,99.4,72.4,-71.2,0.0,27.0,False,False,True,0.0,0.0,1.0
2024,2,106.8,100.51,180.5,68.3,42.7,-73.7,38.5,64.1,False,True,True,0.0,0.5,1.0
2024,3,101.4,92.65,197.4,80.0,42.5,-96.0,21.4,58.9,False,True,True,0.0,0.6667,1.0
2024,4,98.1,92.92,177.6,83.8,51.8,-79.5,14.3,46.3,False,True,True,0.0,0.75,1.0
2024,5,68.0,93.03,175.4,92.6,82.2,-107.4,-24.6,-14.2,False,False,False,0.0,0.6,0.8
2024,6,128.4,96.71,173.0,91.2,65.1,-44.6,37.2,63.3,False,True,True,0.0,0.6667,0.8333
2024,7,90.1,101.85,166.4,96.0,23.7,-76.3,-5.9,66.4,False,False,True,0.0,0.5714,0.8571
2024,8,115.2,98.2,183.8,88.4,85.1,-68.6,26.8,30.1,False,True,True,0.0,0.625,0.875
2024,9,119.3,100.64,188.9,131.8,44.6,-69.6,-12.5,74.7,False,False,True,0.0,0.5556,0.8889
2024,10,101.9,106.55,189.7,72.2,35.5,-87.8,29.7,66.4,False,True,True,0.0,0.6,0.9
2024,11,94.1,106.05,215.2,109.7,43.9,-121.1,-15.6,50.2,False,False,True,0.0,0.5455,0.9091
2024,12,115.2,96.13,187.2,110.2,78.9,-72.0,5.0,36.3,False,True,True,0.0,0.5833,0.9167
2024,13,119.4,101.35,178.9,80.0,88.4,-59.5,39.4,31.0,False,True,True,0.0,0.6154,0.9231
2024,14,128.0,106.94,225.0,79.0,81.3,-97.0,49.0,46.7,False,True,True,0.0,0.6429,0.9286
2024,15,129.4,103.24,198.4,112.7,53.2,-69.0,16.7,76.2,False,True,True,0.0,0.6667,0.9333
2024,16,113.0,103.06,190.8,114.2,55.3,-77.8,-1.2,57.7,False,False,True,0.0,0.625,0.9375
2024,17,129.0,101.16,192.3,109.1,59.1,-63.3,19.9,69.9,False,True,True,0.0,0.6471,0.9412
2024,18,96.2,105.41,204.6,126.1,51.3,-108.4,-29.9,44.9,False,False,True,0.0,0.6111,0.9444
2024,19,104.1,92.61,152.5,66.5,37.2,-48.4,37.6,66.9,False,True,True,0.0,0.6316,0.9474
2024,20,123.1,96.34,165.9,108.9,81.6,-42.8,14.2,41.5,False,True,True,0.0,0.65,0.95
2024,21,122.7,85.9,158.1,82.0,72.4,-35.4,40.7,50.3,False,True,True,0.0,0.6667,0.9524
2024,22,93.8,76.16,106.6,99.8,40.8,-12.8,-6.0,53.0,False,False,True,0.0,0.6364,0.9545
